ID,Area,City,Restaurant,Demand,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Delivery Status
427282,Chembur,Mumbai,The Asian Pavilion,Low,200,5,20,Asian  Chinese,Chembur,64,Delayed
427290,Chembur,Mumbai,Sugar Nest,Low,300,2.9,80,Desserts  Bakery,Chembur,64,Delayed
427308,Central Bangalore,Bangalore,The Bangalore Kitchen,Low,300,2.9,80,"Biryani,Fast Food,Barbecue",Central Bangalore,46,Delayed
427365,Camp,Pune,Amalgam - Fusion Food,Low,500,2.9,80,"Continental,Italian,Bakery,Pan-Asian,Oriental",Camp,47,Delayed
427395,Indiranagar,Bangalore,Coastal Home Food,Low,249,2.9,80,"Indian,Seafood",Indiranagar,65,Delayed
427422,Central Bengalore,Bangalore,Zed The Baker,Low,500,4,20,"Italian,Pizzas,Pastas,Indian",Museum Road,34,In Time
427471,Padmarao Nagar,Hyderabad,Oh My Shawarma,Low,300,4.3,20,Indian,Padmaraonagar,55,Delayed
427506,Perambur,Chennai,Chatar Patar,Low,300,2.9,80,"Fast Food,Street Food",Perambur,71,Delayed
427515,Aundh,Pune,Taco Bell,Low,300,3.9,100,Mexican,Westend Mall,79,Delayed
427522,Adajan,Surat,Kook Doo Cook,Low,300,3.9,100,Fast Food,Adajan,55,Delayed
427572,Rohini,Delhi,The Golden Yolk,Low,200,2.9,80,"Indian,Snacks",Rohini,51,Delayed
427645,Kothrud,Pune,Between The Buns,Low,300,2.9,80,Fast Food,Kothrud,67,Delayed
427662,Kothapet & Dilsukhnagar,Hyderabad,Madhouse Pizzas And Thichshakes,Low,300,2.9,80,"Beverages,Juices,Salads",Kothapet & Dilsukhnagar,52,Delayed
427724,Piplod,Surat,Dreamery By Getawhey,Low,250,2.9,80,Desserts,Piplod,61,Delayed
427778,Bibwewadi,Pune,Pune Adda,Low,200,4.6,20,"North Indian,Chinese,Biryani,Desserts,Punjabi,Mangalorean,Seafood,Mughlai,Thai,Indian",Bibwewadi,62,Delayed
427804,Chembur,Mumbai,Mumbai Zaika,Low,500,2.9,80,Chinese  North Indian  Tandoor  Biryani  Beverages  Desserts,Chembur,51,Delayed
427807,Kurla,Mumbai,Welcome Fastfood And Juice Center,Low,150,2.9,80,"Beverages,Fast Food,Juices,Pizzas",Kurla,34,In Time
427945,Egmore,Chennai,Ra3,Low,300,2.9,80,"Indian,Chinese,Combo",Egmore,49,Delayed
428047,Egmore,Chennai,Roll'D Eats,Low,300,2.9,80,Fast Food,Egmore,46,Delayed
428076,Swargate,Pune,Kwality Walls Frozen Dessert And Ice Cream Shop,Low,300,2.9,80,Ice Cream,Swargate,37,In Time
428100,Narayan Peth,Pune,Havmor Ice Cream,Low,200,2.9,80,"Ice Cream,Desserts,Bakery",Swargate,33,In Time
428117,Frazer Town,Bangalore,Saapaad,Low,400,2.9,80,"South Indian,Biryani,Beverages",Frazer Town,54,Delayed
428123,Salt Lake,Kolkata,The Big Wrap,Low,200,2.9,80,Fast Food,Salt Lake,81,Delayed
428125,Dumdum,Kolkata,Suswadu,Low,300,2.9,80,Indian  Chinese,Dumdum,69,Delayed
428149,George Town,Chennai,Anna Viruksham,Low,180,2.9,80,"South Indian,Biryani,Combo,Thalis,Tandoor,Ice Cream,Juices,Beverages",George Town,47,Delayed
428154,Shivaji Nagar,Pune,Noto - Healthy Ice Cream,Low,250,2.9,80,Ice Cream,Shivaji Nagar,44,In Time
428183,Wanowrie,Pune,Ottoman Eats,Low,300,4.1,100,"Lebanese,Kebabs,Fast Food,Beverages",Wanowrie,70,Delayed
428208,Jadavpur,Kolkata,Go 69 Pizza,Low,250,2.9,80,Pizzas,Jadavpur,86,Delayed
428225,Powai,Mumbai,Waffleland,Low,300,2.9,80,Desserts  Snacks,Powai,51,Delayed
428247,Hyderabad,Hyderabad,Saapaatu,Low,250,2.9,80,"South Indian,Indian",Himayath Nagar,34,In Time
428272,Saki Vihar Road,Mumbai,That Pizza Place,Low,500,4.3,50,"Pizzas,Italian,Fast Food,Desserts,Continental,Mediterranean,American,Mexican,Indian,Combo,Beverages,Bakery,French,Sweets,European,Lebanese,Snacks",Opposite Lighthouse Building,53,Delayed
428351,Salt Lake,Kolkata,Ocean Grill,Low,300,2.9,80,North Indian  Chinese  Italian  Continental,Salt Lake,82,Delayed
428356,Salt Lake,Kolkata,25 Main Street Cafe,Low,300,2.9,80,Indian,Salt Lake,76,Delayed
428499,Indiranagar,Bangalore,Subbudus The Snackstop ( Eswaris Homemade Snacks ),Low,150,4.8,20,"Sweets,Snacks,Indian",Indiranagar,53,Delayed
428704,Kothapet & Dilsukhnagar,Hyderabad,As Bakers,Low,1400,2.9,80,"Bakery,Desserts",Kothapet & Dilsukhnagar,69,Delayed
428729,Mylapore,Chennai,Giri Bhavan,Low,200,2.9,80,South Indian,Mylapore,64,Delayed
428760,T Nagar,Chennai,Wings Factory,Low,398,3.9,20,"Chinese,Fast Food,Tandoor,Thai,African,Barbecue",T Nagar,71,Delayed
428862,Central Kolkata,Kolkata,Banjara,Low,200,2.9,80,"North Indian,Tandoor,Biryani,Chinese,Desserts,Beverages",Central Kolkata,55,Delayed
428979,Rohini,Delhi,Dine House,Low,500,2.9,80,"Italian,Chinese,Tandoor,North Indian",Rohini,38,In Time
429004,Koramangala,Bangalore,Shehzadas Biryani,Low,350,4.2,20,"Biryani,Hyderabadi,Andhra,North Indian,South Indian,Tandoor,Chinese,Seafood",Koramangala,66,Delayed
429037,Kothapet & Dilsukhnagar,Hyderabad,Shri Santosh Family Dhaba,High,300,3.9,500,"North Indian,Chinese,Biryani",Kothapet & Dilsukhnagar,60,Delayed
429087,Himayath Nagar,Hyderabad,Balaji Family Dhaba,Low,350,3.4,50,Indian  Chinese,Himayath Nagar,46,Delayed
429138,Laldarwaja,Ahmedabad,A-One Bombay Biryani,Low,200,2.9,80,"Biryani,Indian",Laldarwaja,45,Delayed
429200,Rohini,Delhi,Chitrakut,Low,400,4.2,100,"Biryani,North Indian,Chinese,Thalis",Rohini,33,In Time
429205,Banjara Hills,Hyderabad,Kaati Zone Rolls And Wraps,Low,200,4.3,50,Fast Food  Beverages,Banjara Hills,66,Delayed
429206,Banjara Hills,Hyderabad,Burger It Up,Low,200,4,50,"American,Continental,Beverages,Desserts,Fast Food",Banjara Hills,68,Delayed
429207,Banjara Hills,Hyderabad,Kouzina Kafe -The Food Court,Low,200,4.2,50,"Bakery,Ice Cream,Desserts,Beverages,American,Fast Food",Banjara Hills,65,Delayed
429228,Himayath Nagar,Hyderabad,Shawarma House,Low,200,2.9,80,"Arabian,Snacks",Himayath Nagar,33,In Time
429251,Royapettah,Chennai,Madras Military Hotel,Low,300,2.9,80,"Indian,Biryani,Combo",Royapettah,56,Delayed
429262,Kurla,Mumbai,Chilli Bean,Low,300,2.9,80,Chinese,Kurla,54,Delayed
429282,Wanowrie,Pune,Hungry Punjabi,Low,500,2.9,80,"Indian,Chinese",Wanowrie,86,Delayed
429332,Egmore,Chennai,Simbox,Low,200,4.4,100,"Indian,Chinese",Egmore,46,Delayed
429384,Nallakunta & Vidyanagar,Hyderabad,Chichore Cafe,Low,600,2.9,80,Italian  Beverages,Nallakunta & Vidyanagar,51,Delayed
429523,Kothrud,Pune,Bikkgane Biryani,Low,350,4.1,100,"Hyderabadi,South Indian,North Indian,Biryani,Andhra,Mughlai",Kothrud,60,Delayed
429659,Lake Town,Kolkata,The Shiraaz,Low,250,2.9,80,"Indian,Chinese,Kebabs",Lake Town,71,Delayed
429697,Paschim Vihar,Delhi,M2M Momos,Low,200,2.9,80,North Indian,Paschim Vihar,59,Delayed
429719,Tarnaka  Nacharam & Malkajigiri,Hyderabad,House Of Biryani,Low,350,2.9,80,Indian  Biryani,Tarnaka  Nacharam & Malkajigiri,72,Delayed
429772,Paschim Vihar,Delhi,Sam Special All Chinese Food,Low,300,2.9,80,"Chinese,Fast Food",Paschim Vihar,57,Delayed
429796,Kurla,Mumbai,Modern Khichadi,Low,350,4.9,20,Fast Food,Kurla,38,In Time
429806,Nallakunta & Vidyanagar,Hyderabad,Cranky Fried Chicken,Low,300,2.9,80,"Pizzas,Combo,Beverages",Nallakunta & Vidyanagar,42,In Time
429817,Nallakunta & Vidyanagar,Hyderabad,Thin Wrap Pizza Co,Low,400,2.9,80,Pizzas,Nallakunta & Vidyanagar,43,In Time
429823,Nallakunta & Vidyanagar,Hyderabad,The Cheese Lovers,Low,280,2.9,80,"Pizzas,Beverages,Fast Food",Nallakunta & Vidyanagar,43,In Time
429844,Nallakunta & Vidyanagar,Hyderabad,Makhani Pizzeria,Low,450,2.9,80,Pizzas,Nallakunta & Vidyanagar,40,In Time
429864,Vv Puram,Bangalore,Upahara Darshini Kims Canteen,Low,400,4.4,20,"South Indian,North Indian,Desserts,Chinese",Basavanagudi,45,Delayed
429935,Frazer Town,Bangalore,Voosh Thalis & Bowls,Low,199,4.1,50,"North Indian,Home Food,Indian,Beverages,Thalis,Combo",Frazer Town,52,Delayed
430119,Sinhgad Road,Pune,Chaat Cafe,Low,150,2.9,80,"Fast Food,Italian,Beverages,Juices",Pcmc,53,Delayed
430143,Athwa,Surat,Rd Sharma Dosa & Chinese,Low,200,2.9,80,"North Indian,Chinese,Chaat,Sweets",Athwa,50,Delayed
430179,Prahlad Nagar,Ahmedabad,One Bite,Low,250,2.9,80,"Fast Food,Snacks,Desserts,Beverages",Prahlad Nagar,52,Delayed
430194,Royapettah,Chennai,Smoor,Low,300,4.7,50,"Bakery,Beverages",Royapettah,51,Delayed
430458,Kothrud,Pune,Oasis The Royal Biryani,Low,500,3.6,20,"Biryani,North Indian,Beverages,Combo,Desserts",Kothrud,60,Delayed
430484,Rohini,Delhi,Karims Rohini,Low,700,2.9,80,"Indian,North Indian",Rohini,45,Delayed
430783,Rabindrapally,Kolkata,Me & U,Low,150,2.9,80,North Indian,Lake Town,97,Delayed
430796,Egmore,Chennai,Madurai Simmakkal Konar Kadai,Low,400,4.2,20,"South Indian,Indian",Egmore,36,In Time
430865,Chembur,Mumbai,Combo Nation,Low,200,2.9,80,"Indian,Chinese,Combo",Chembur,53,Delayed
430886,Indiranagar,Bangalore,Hungry Panda - Deliciously Chinese,Low,600,3.2,20,"Chinese,Asian,Thai",Indiranagar,63,Delayed
430913,Kurla,Mumbai,Yadav Paan Shop,Low,100,2.9,80,Paan  Indian,Kurla,38,In Time
430964,Central Kolkata,Kolkata,Pizza Hutt,Low,200,2.9,80,"Pizzas,Fast Food",Central Kolkata,83,Delayed
430996,Mehdipatnam,Hyderabad,Walima Ki Dawat,Low,700,2.9,80,"Biryani,Hyderabadi,Mughlai",Mehdipatnam,61,Delayed
431014,Kothapet & Dilsukhnagar,Hyderabad,Czars Pizza,Low,400,2.9,80,"Italian,Beverages,Pizzas,Snacks",Kothapet & Dilsukhnagar,55,Delayed
431055,Nallakunta & Vidyanagar,Hyderabad,Momos And Pizza Hub,Low,400,2.9,80,"Pizzas,Fast Food,Chinese",Nallakunta & Vidyanagar,44,In Time
431294,Kurla,Mumbai,Pataudi Darbar,Low,300,4,50,North Indian  Biryani  Chinese  Desserts,Kurla,52,Delayed
431315,Santoshnagar & Saidabad,Hyderabad,Brista Restaurant,Low,350,3.8,100,"Biryani,North Indian,Beverages,Desserts,Chinese",Santoshnagar & Saidabad,50,Delayed
431485,Ruby Area,Kolkata,Foodie Folks,Low,200,2.9,80,"Bengali,Indian,Continental,Italian,Oriental,Desserts",Ruby Area,79,Delayed
431506,Indiranagar,Bangalore,Giani Ice Cream,Low,300,4.3,50,"Ice Cream,Beverages",Indiranagar,54,Delayed
431508,Charminar,Hyderabad,A1 Fast Food And Nahari Centre,Low,150,2.9,80,"Indian,Biryani,Chinese",Charminar,58,Delayed
431576,Marol Sakinaka,Mumbai,Kitchen Of Joy,Low,200,2.9,80,"Chinese,Tandoor,Grill",Marol Sakinaka,54,Delayed
431712,Vastrapur,Ahmedabad,One Fine Dine The Cloud Kitchen,Low,280,2.9,80,"Indian,Pizzas,Fast Food",Vastrapur,52,Delayed
431797,Nsp,Delhi,Kocktails & Kurries,Low,400,2.9,80,"Indian,Asian,Italian,Fast Food",Nsp,46,Delayed
431808,Smarpally Kestopur,Kolkata,The Crabberia,Low,500,4.1,20,"Seafood,Chinese",Salt Lake,90,Delayed
431828,Tarnaka Nacharam & Malkajigiri,Hyderabad,Soul Kitchen,Low,500,4.1,50,Chinese,Tarnaka Nacharam & Malkajigiri,71,Delayed
431901,Rohini,Delhi,Just 99,Low,200,2.9,80,"Indian,Combo,Thalis",Rohini,38,In Time
431946,Ghatkopar Vikhroli,Mumbai,Cakes By Chocolate Heaven,Low,200,2.9,80,"Desserts,Bakery",Ghatkopar Vikhroli,50,Delayed
431976,Central Kolkata,Kolkata,Cocoa Bakery,Low,500,4.2,20,"Bakery,Desserts,Continental,Italian",Central Kolkata,55,Delayed
431977,Nallakunta & Vidyanagar,Hyderabad,Dads Kitchen,Low,400,2.9,80,Chinese,Nallakunta & Vidyanagar,40,In Time
431996,Scruz Bandra East,Mumbai,Cafe Kokomo,Low,400,5,50,"Beverages,Snacks,Desserts,Bakery",Scruz Bandra East,46,Delayed
432001,Kondhwa,Pune,Cafe Pune,Low,150,2.9,80,Desserts,Kondhwa,76,Delayed
432009,Somajiguda & Khairtabad,Hyderabad,Baker'S Valley Cake House,Low,250,2.9,80,"Pizzas,Fast Food",Somajiguda & Khairtabad,46,Delayed
432027,Kalyani Nagar,Pune,Southin Cafe,Low,200,2.9,80,"Fast Food,Snacks,Thalis,Beverages",Kalyani Nagar,63,Delayed
432030,Dumdum,Kolkata,Masala 21,Low,300,4.2,20,Indian,Dumdum,66,Delayed
432088,Chembur,Mumbai,The Sugar Free Keto Kafe - By Artinci,Low,250,4.5,20,"Healthy Food,Keto,Beverages,Snacks,Ice Cream",Chembur,52,Delayed
432101,Piplod,Surat,Pizza Pedlar,Low,200,2.9,80,"Pizzas,Italian",Piplod,71,Delayed
432127,Adajan,Surat,Urban Royal Restaurant,Low,300,2.9,80,"Thalis,North Indian,Biryani,Punjabi",Adajan,65,Delayed
432131,Marol Sakinaka,Mumbai,Protein Chef Cafe- Sakinaka,Low,500,4.2,50,"Healthy Food,Beverages,Fast Food",Marol Sakinaka,45,Delayed
432145,Adajan,Surat,Egg Magic,Low,300,2.9,80,Fast Food,Adajan,53,Delayed
432202,Central Bangalore,Bangalore,Punjabi Momos,Low,300,2.9,80,"Chinese,Fast Food,Snacks,Desserts,Beverages,Asian,Tibetan",Central Bangalore,46,Delayed
432270,Kothrud,Pune,Shawarma Culture,Low,200,2.9,80,Indian,Kothrud,62,Delayed
432286,Banjara Hills,Hyderabad,Diamond Bakery,Low,350,2.9,80,Pizzas  Bakery,Banjara Hills,34,In Time
432310,Maninagar,Ahmedabad,Fire On Wheels,Low,400,4.2,20,"North Indian,Biryani,Tandoor,Beverages",Maninagar,38,In Time
432334,Vastrapur,Ahmedabad,Chula Matka Biryani Kitchen,Low,400,2.9,80,Biryani,Vastrapur,59,Delayed
432372,Central Bangalore,Bangalore,Punjabi Bowl,Low,300,4.2,20,"Home Food,North Indian,Beverages,Indian,Combo,Chinese,Thalis",Central Bangalore,45,Delayed
432396,Rohini,Delhi,Bansiwala,Low,300,4.2,50,"North Indian,Snacks,Chinese,Bakery",Rohini,30,In Time
432408,Mylapore,Chennai,Abbu-Bhais - Kebabs Shawarmas & Grills,Low,400,3.8,20,Arabian,Mylapore,76,Delayed
432423,Camp,Pune,Artinci - Indulge Guilt Free!,Low,250,4.7,20,"Healthy Food,Keto,Desserts,Ice Cream,Snacks,Beverages,Bakery",Camp,30,In Time
432496,Rohini,Delhi,Biryani Badshah,Low,350,4.4,50,"Hyderabadi,South Indian,North Indian,Biryani,Andhra,Mughlai",Rohini,34,In Time
432536,R.T. Nagar,Bangalore,Raidan,Low,400,3.9,100,"Arabian,Chinese,Fast Food,Beverages,Mughlai",R.T. Nagar,57,Delayed
432552,Sion,Mumbai,Bombay Burgers,Low,300,2.9,80,"American,Snacks",Matunga Wadala,47,Delayed
432557,Rohini,Delhi,Bikkgane Biryani,Low,350,4.4,100,"Hyderabadi,South Indian,North Indian,Biryani,Andhra,Mughlai",Rohini,34,In Time
432564,Central Bangalore,Bangalore,The Chaap Factory,Low,300,4.2,20,"Thalis,Combo,North Indian,Pizzas,Beverages",Central Bangalore,46,Delayed
432565,Jayanagar,Bangalore,Meghduth Biryanis,Low,400,4.2,100,"Andhra,Biryani,South Indian",Jayanagar,46,Delayed
432570,Chembur,Mumbai,Kake Da Hotel,Low,500,4.1,20,North Indian  Chinese  Tandoor,Chembur,49,Delayed
432603,Malleshwaram,Bangalore,Grill Biriyanis,Low,300,3.5,50,"Biryani,Andhra,Tandoor,Grill",Srirampura,59,Delayed
432761,Scruz Bandra East,Mumbai,Quality Fast Foods,Low,300,2.9,80,"Chinese,Fast Food",Scruz Bandra East,39,In Time
432780,Rohini,Delhi,Paratha Box - 2X Filling,Low,250,4.4,20,"North Indian,Punjabi,Indian,Home Food,Combo,Beverages",Sector 7,40,In Time
432799,Santacruz,Mumbai,Paratha Box - 2X Filling,Low,250,4.5,50,North Indian  Punjabi  Indian  Home Food  Combo  Beverages,Scruz Bandra East,42,In Time
432852,Kothrud,Pune,Feast India Co.,Low,1000,2.9,80,"Indian,Oriental",Kothrud,53,Delayed
432859,Perambur,Chennai,Donut Hut,Low,200,2.9,80,"Indian,Snacks,Fast Food,Combo,Chinese,Seafood,Coastal,Desserts",Perambur,53,Delayed
432877,Matunga Wadala,Mumbai,The Sichuan Dragon,Low,200,2.9,80,Indian  Chinese  Ice Cream,Matunga Wadala,54,Delayed
432993,Arumbakkam,Chennai,Jai Food Zone,Low,110,2.9,80,"Chaat,Ice Cream,Snacks,Beverages",Arumbakkam,70,Delayed
433058,Powai Area,Mumbai,Nino Burgers,Low,700,4.5,50,"American,Snacks",Marol Sakinaka,54,Delayed
433062,Kharkhana & Trimulgherry,Hyderabad,Balaji Tiffins,Low,150,4.1,20,South Indian,Kharkhana & Trimulgherry,71,Delayed
433083,Navrangpura,Ahmedabad,Punjab Paratha Hub,Low,300,2.9,80,North Indian,Navrangpura,38,In Time
433120,Marol Sakinaka,Mumbai,Francesco'S Pizzeria,Low,1000,4.6,50,Pizzas  Italian  Pastas  Salads,Marol Sakinaka,50,Delayed
433172,Rohini,Delhi,Filhall The Best Multi Cuisine Kitchen,Low,200,2.9,80,"Indian,Chinese,Continental",Rohini,48,Delayed
433181,Kurla,Mumbai,Nityanand Family Restaurant Manglorian Style,Low,300,2.9,80,"Indian,Chinese,Seafood",Kurla,43,In Time
433182,Wanowrie,Pune,Pizzatto'S,Low,300,2.9,80,Pizzas,Wanowrie,66,Delayed
433208,South Kolkata,Kolkata,Jessore Local,Low,300,2.9,80,Bengali,South Kolkata,70,Delayed
433219,South Kolkata,Kolkata,Punjabi Paltan,Low,300,2.9,80,North Indian,South Kolkata,70,Delayed
433263,Alipore,Kolkata,Priya Tiffin Center,Low,30,2.9,80,Snacks  Indian,Alipore,79,Delayed
433293,Camp,Pune,The Sugar Free Keto Kafe - By Artinci,Low,250,4.4,20,"Healthy Food,Keto,Beverages,Ice Cream,Desserts,Bakery",Camp,30,In Time
433300,Adajan,Surat,Quicker By Wok On Fire,Low,400,4.4,100,"Chinese,Thai,Asian",Adajan,49,Delayed
433523,Salt Lake,Kolkata,Delicacy,Low,300,4.4,100,"North Indian,Chinese,Tandoor",Salt Lake,70,Delayed
433557,Matunga Wadala,Mumbai,Simran Punjabi Food,Low,250,2.9,80,Punjabi,Matunga Wadala,56,Delayed
433587,Paschim Vihar,Delhi,Ghee And Turmeric,Low,500,4.1,50,"North Indian,Tandoor,Punjabi,Beverages,Desserts,Mughlai",Paschim Vihar,55,Delayed
433675,Dhankawadi,Pune,Mountain Mikes Pizza,Low,200,2.9,80,"Italian,Pizzas,Bakery",Dhankawadi,81,Delayed
433777,Andheri East,Mumbai,Konkan Chilly,Low,500,2.9,80,North Indian  Seafood  Chinese,Andheri East,62,Delayed
433800,Lower Parel Area,Mumbai,1441 Pizzeria,Low,500,3.9,100,Italian  Pizzas  Pastas  Desserts  Beverages,Matunga Police Station,58,Delayed
433812,Swargate,Pune,Chinese Room,Low,400,2.9,80,Chinese,Swargate,44,In Time
433846,Kothrud,Pune,Umiya Kutchi Dabeli,Low,100,2.9,80,"Snacks,Continental",Kothrud,51,Delayed
433929,Bibwewadi,Pune,S Kumar Wadewale  Satara Road,Low,100,2.9,80,"Snacks,Chaat",Bibwewadi,65,Delayed
434066,Shivaji Nagar,Pune,Roopali Restaurant - Fc Road,Low,400,4.5,100,"South Indian,Fast Food,North Indian,Beverages",Shivaji Nagar,37,In Time
434070,Vanasthalipuram,Hyderabad,Subbayya Gari Hotel,High,250,3.9,500,South Indian,Vanasthalipuram,68,Delayed
434098,Kothapet & Dilsukhnagar,Hyderabad,Spice 9 Restaurants,Low,300,3.8,50,"Biryani,North Indian,Indian",Kothapet & Dilsukhnagar,50,Delayed
434187,Central Kolkata,Kolkata,Spicy Alley,Low,300,2.9,80,"Chinese,Indian",Central Kolkata,46,Delayed
434237,Kurla,Mumbai,Lark Pure Vegetarian Restaurant,Low,300,2.9,80,"Indian,Chinese,Italian,Beverages,Fast Food",Kurla,40,In Time
434278,Salt Lake,Kolkata,Pinch Of Spice,Low,300,2.9,80,"Chinese,Biryani,Combo",Salt Lake,61,Delayed
434368,Chinar Park,Kolkata,Babumosai,Low,299,3.9,20,"Indian,Chinese,Biryani,Combo",Chinar Park,84,Delayed
434378,Kirti Nagar,Delhi,Desi Mirch Masala,Low,150,2.9,80,"Chinese,Fast Food,Thalis",Kirti Nagar,72,Delayed
434384,Kothrud,Pune,Deewan-E-Biryani - Kothrud,Low,250,2.9,80,Biryani,Kothrud,59,Delayed
434478,Annanagar,Chennai,Chaya & Kadi,Low,100,2.9,80,"Indian,Seafood",Annanagar,68,Delayed
434505,Wanowrie,Pune,Kerala Express,Low,300,2.9,80,"North Indian,Indian",Wanowrie,70,Delayed
434548,Marol Sakinaka,Mumbai,Unnati Kitchen,Low,250,2.9,80,"Indian,Chinese,Tandoor",Marol Sakinaka,53,Delayed
434563,Kothapet & Dilsukhnagar,Hyderabad,Santrupti Restaurant,Low,400,2.9,80,"South Indian,North Indian,Biryani",Kothapet & Dilsukhnagar,68,Delayed
434609,Koramangala,Bangalore,Rolls & Wraps,Low,200,2.9,80,Pizzas,Koramangala,56,Delayed
434713,Adajan,Surat,Jalaram Pavbhaji Center,Low,280,2.9,80,"Indian,Snacks",Adajan,50,Delayed
434724,Chembur,Mumbai,The Mother Touch,Low,280,2.9,80,Chinese  Fast Food  Pizzas  Snacks,Chembur,73,Delayed
434735,Vastrapur,Ahmedabad,Bhullar S Butter Chicken Co.,Low,400,2.9,80,"Indian,Desserts",Vastrapur,52,Delayed
434773,Swargate,Pune,Vadilal Ice Cream,Low,200,2.9,80,Ice Cream,Swargate,36,In Time
434781,Rohini,Delhi,Taste Of Nawaabs,Low,650,2.9,80,"Biryani,Indian",Rohini,53,Delayed
434794,Jadavpur,Kolkata,Real Food'S,Low,200,2.9,80,"Snacks,North Indian,Kebabs,Tandoor",Jadavpur,90,Delayed
434848,Chembur,Mumbai,Chembur South Central,Low,280,2.9,80,South Indian,Chembur,43,In Time
434849,Chembur,Mumbai,Shetty'S Dosa Corner,Low,280,2.9,80,South Indian,Chembur,45,Delayed
434857,Chembur,Mumbai,New Welcome Dosa Corner,Low,200,2.9,80,South Indian,Chembur,44,In Time
434873,Central Bangalore,Bangalore,Holy Doh!,Low,600,2.9,80,"Pizzas,Italian",Central Bangalore,50,Delayed
434898,Ghatkopar Vikhroli,Mumbai,Mahavir Sweets And Farsan,Low,200,2.9,80,"Desserts,Snacks,Sweets",Ghatkopar Vikhroli,50,Delayed
434905,Ruby Park,Kolkata,Meraki Kitchen,Low,300,2.9,80,"Chinese,North Indian,Indian,Tandoor",Ruby Area,76,Delayed
434921,Chembur,Mumbai,Swastik Fast Food Corner,Low,200,2.9,80,South Indian,Chembur,47,Delayed
434957,Salt Lake,Kolkata,Grubvibe,Low,200,2.9,80,"Chinese,Indian,Continental,Beverages",Salt Lake,85,Delayed
435034,Kothrud,Pune,A1 Olympia,Low,260,2.9,80,"Fast Food,Snacks",Kothrud,55,Delayed
435085,Chembur,Mumbai,Spice Laundry,Low,280,2.9,80,Chinese  Indian  Asian  Biryani  Snacks  Beverages  Desserts,Chembur,54,Delayed
435089,Chembur,Mumbai,Tafe Terrace Cafe,Low,280,4.4,20,"Asian,Continental,Italian,Desserts",Chembur,53,Delayed
435146,Salt Lake,Kolkata,Supermoon,Low,200,2.9,80,Pizzas  Pastas  Beverages,Salt Lake,64,Delayed
435208,Kothapet & Dilsukhnagar,Hyderabad,Madhuban Grand,Low,350,3.7,20,"North Indian,Chinese,Biryani,Snacks,Fast Food,Indian,Seafood",Kothapet & Dilsukhnagar,51,Delayed
435226,Powai,Mumbai,Biryani Bowl,Low,500,4.2,20,Biryani  Beverages,Powai,61,Delayed
435405,Cunningham Road,Bangalore,Chaayos Meri Wali Chai,Low,250,4.7,20,"Bakery,Beverages,Chaat,Desserts,Fast Food,Home Food,Italian,Maharashtrian,Snacks,Street Food,Sweets",Cunningham Road,39,In Time
435426,Nallakunta & Vidyanagar,Hyderabad,Go Fresh The Pizza House,Low,300,4.2,20,"Italian,Pizzas,Fast Food",Nallakunta & Vidyanagar,43,In Time
435472,Nallakunta & Vidyanagar,Hyderabad,Abu Shawarmas,Low,200,4.2,20,"Arabian,Lebanese",Nallakunta & Vidyanagar,45,Delayed
435482,Dumdum,Kolkata,Biryani Adda,Low,150,2.9,80,Biryani,Dumdum,79,Delayed
435483,South Kolkata,Kolkata,Ekdalia Rd,Low,400,2.9,80,"Beverages,Combo,Snacks",South Kolkata,82,Delayed
435514,Central Kolkata,Kolkata,Salt,Low,500,4.5,20,"Chinese,Bengali,Indian",Central Kolkata,59,Delayed
435550,Kurla,Mumbai,Khaabuja,Low,400,2.9,80,"Indian,Kebabs,Biryani",Kurla,38,In Time
435567,Jadavpur,Kolkata,Toyo Kombucha,Low,200,2.9,80,Beverages,Jadavpur,85,Delayed
435614,Madhavaram - Manali,Chennai,Black Bird,Low,300,2.9,80,"Fast Food,Pizzas,Beverages",Madhavaram - Manali,69,Delayed
435748,Banjara Hills,Hyderabad,Haji Ali Fresh Fruit Juices,Low,200,4.2,50,Beverages  Ice Cream  Fast Food,Banjara Hills,69,Delayed
435779,Central Kolkata,Kolkata,Kwality Walls Frozen Dessert And Ice Cream Shop,Low,300,2.9,80,Ice Cream,Central Kolkata,45,Delayed
435825,Sion Bhakti Park,Mumbai,Dragon House,Low,350,2.9,80,Chinese,Sion Bhakti Park,64,Delayed
435833,Kothrud,Pune,Neo'S Chinese,Low,200,2.9,80,"North Indian,Punjabi",Kothrud,47,Delayed
435835,Kurla,Mumbai,Rolling Spices,Low,350,2.9,80,North Indian  Chinese  Indian,Kurla,37,In Time
435903,Prahlad Nagar,Ahmedabad,Food Town,Low,200,2.9,80,"Fast Food,Pizzas,Snacks",Prahlad Nagar,48,Delayed
435950,Salt Lake,Kolkata,Mughliana,Low,300,2.9,80,Mughlai,Salt Lake,65,Delayed
435952,Moti Nagar,Delhi,Chattore,Low,150,2.9,80,"Chinese,Tandoor",Kirti Nagar,77,Delayed
