ID,Area,City,Restaurant,Demand,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Delivery Status
416540,Nallakunta & Vidyanagar,Hyderabad,I Love Combos,Low,300,2.9,80,"Continental,Pizzas,Beverages,Fast Food",Nallakunta & Vidyanagar,43,In Time
416545,Bldg No15 /402  Aniket Building  Shivaji Nagar,Mumbai,Tiffins By Sam,Low,200,2.9,80,Indian,Kurla,63,Delayed
416547,Nallakunta & Vidyanagar,Hyderabad,Sandwich Bristo,Low,250,2.9,80,"European,Snacks,Fast Food",Nallakunta & Vidyanagar,45,Delayed
416557,Pitampara,Delhi,Chunmun'S Snacks & More,Low,250,2.9,80,"North Indian,Fast Food,Snacks",Nsp,45,Delayed
416564,Nallakunta & Vidyanagar,Hyderabad,Emi Burger,Low,400,2.9,80,"Snacks,Beverages,Fast Food",Nallakunta & Vidyanagar,45,Delayed
416568,Indiranagar,Bangalore,Hopshaus,Low,600,2.9,80,"Pizzas,American,Indian,Pan-Asian,Chinese,Kebabs",Indiranagar,69,Delayed
416587,Kilpauk,Chennai,Mr Mrs Madharasi Cafe,Low,300,2.9,80,"Fast Food,Snacks,Chaat,Juices,Beverages",Kilpauk,50,Delayed
416617,South Kolkata,Kolkata,Simply Chinese,Low,300,2.9,80,Chinese  Indian,South Kolkata,65,Delayed
416640,Central Kolkata,Kolkata,Brunch Italino,Low,200,2.9,80,Bakery  Desserts  Snacks,Central Kolkata,60,Delayed
416667,Kothrud,Pune,The Nutri Pro Kitchen,Low,500,4.1,50,"Healthy Food,Salads,Juices,Continental,Indian",Kothrud,56,Delayed
416699,Adajan,Surat,Healthy Culture,Low,400,2.9,80,"Pizzas,Pastas",Adajan,52,Delayed
416830,Rajouri Garden Extension,Delhi,Louis Burger,High,600,4.2,500,"American,Fast Food",Rajouri Garden Extension,74,Delayed
416837,Adajan,Surat,Pan Asian Culture,Low,400,3.6,20,Pan-Asian,Adajan,51,Delayed
416847,South Kolkata,Kolkata,Desi Chin,Low,200,2.9,80,Chinese,South Kolkata,74,Delayed
416989,Dumdum,Kolkata,Shahi Dum Pukht,Low,250,3.7,20,North Indian,Dumdum,83,Delayed
417032,Salt Lake,Kolkata,Purple Panda By Purple Foods,Low,200,2.9,80,Chinese,Sector 5,73,Delayed
417036,Central Kolkata,Kolkata,Faloodah By Purple Foods,Low,200,2.9,80,"Beverages,Desserts",Ajc Bose Road,58,Delayed
417041,Kakurgachi,Kolkata,Red Bubble Cafe By Purple Foods,Low,250,2.9,80,"Beverages,Desserts,Pizzas,Pastas,Snacks",Kakurgachi,50,Delayed
417043,Kakurgachi,Kolkata,Sultanat E Biryani By Purple Foods,Low,200,2.9,80,"Kebabs,North Indian,Biryani",Kakurgachi,59,Delayed
417051,Tangra,Kolkata,Paradise Kitchen,Low,250,2.9,80,"Fast Food,Beverages",Tangra,68,Delayed
417069,Marol Sakinaka,Mumbai,Signature Select,Low,350,2.9,80,"Asian,Thai,Chinese",Marol Sakinaka,61,Delayed
417079,Salt Lake,Kolkata,Johar,Low,300,2.9,80,"Bengali,Indian",Salt Lake,72,Delayed
417169,Kothapet & Dilsukhnagar,Hyderabad,Platform 65,Low,400,3.3,20,"Indian,North Indian,Chinese,Desserts,Beverages",Kothapet & Dilsukhnagar,64,Delayed
417379,Swargate,Pune,Deep Blue Sea,Low,250,2.9,80,"Fast Food,Seafood",Swargate,47,Delayed
417528,Athwa,Surat,A R Chinese,Low,200,2.9,80,Indian,Athwa,40,In Time
417617,Ekdalia,Kolkata,Flurys,Low,400,4.7,20,"Desserts,Bakery,Snacks",South Kolkata,60,Delayed
417692,Paschim Vihar,Delhi,Dil Se Foodie Amul Butter Wale Burger,Low,500,2.9,80,"Continental,American,Desserts,Fast Food,Mexican,Beverages,Punjabi",Paschim Vihar,57,Delayed
417694,Somajiguda & Khairtabad,Hyderabad,New Arabian Mandi Restaurant,Low,400,2.9,80,Arabian,Somajiguda & Khairtabad,63,Delayed
417750,Ghatlodia,Ahmedabad,Spaniard Pizzeria,Low,250,2.9,80,"Pizzas,Fast Food",Ghatlodia,53,Delayed
417826,Navrangpura,Ahmedabad,La Milano Pizzeria,Low,400,4,20,"Pizzas,Pastas,Desserts,Italian",Navrangpura,40,In Time
417854,Adajan,Surat,Matka Biryani Culture,Low,400,4.3,100,Biryani,Adajan,50,Delayed
417861,Indiranagar,Bangalore,Singhs Desi Swad,Low,400,2.9,80,"Indian,Snacks,Beverages",Indiranagar,68,Delayed
417865,Mehdipatnam,Hyderabad,Andhra Meals And Rolls Zone,Low,200,2.9,80,"South Indian,Indian",Mehdipatnam,54,Delayed
417977,George Town,Chennai,C.F.C Hyderabad Dum Biryani & Fast Food,Low,250,2.9,80,"Biryani,Fast Food",George Town,53,Delayed
418016,Maninagar,Ahmedabad,Keventers Ice Creamery,Low,300,2.9,80,"Ice Cream,Desserts",Maninagar,39,In Time
418076,Narhe,Pune,Ind Annamm,Low,100,2.9,80,"Indian,Fast Food,Snacks,Beverages",Narhe,89,Delayed
418260,Naranpura,Ahmedabad,Butterfly Kitchen,Low,200,2.9,80,"Indian,Chinese,Snacks,South Indian,Fast Food",Naranpura,52,Delayed
418285,Ameerpet,Hyderabad,The Bakers Dozen,Low,350,4.7,20,Bakery  Beverages,Ameerpet,67,Delayed
418311,Central Kolkata,Kolkata,Biryani Hub,Low,199,2.9,80,Biryani,Central Kolkata,76,Delayed
418353,Sector -15,Delhi,Mummys Kitchen,Low,500,2.9,80,Biryani,Sector -15,61,Delayed
418389,Indiranagar,Bangalore,Auntie Fungs,Low,600,4,100,"Chinese,Thai,Asian",Indiranagar,59,Delayed
418484,Safal Square Vesu,Surat,Indian Chicken Express,Low,200,2.9,80,"Fast Food,Indian",Vesu,60,Delayed
418529,Isanpur,Ahmedabad,Lamilano Pizzeria Ghodasar,Low,400,4.4,20,Pizzas,Isanpur,49,Delayed
418585,Rohini,Delhi,Chicken Khurana,Low,300,2.9,80,"Indian,Desserts,Snacks",Rohini,48,Delayed
418656,Salt Lake,Kolkata,Masala Darbar,Low,200,2.9,80,"North Indian,Chinese,Tandoor,Biryani",Salt Lake,67,Delayed
418785,Ashok Nagar,Bangalore,Times Square Cafe,Low,300,2.9,80,"Fast Food,Desserts,Combo,Beverages",Ashok Nagar,38,In Time
418879,Vadapalani,Chennai,Lassi No 1,Low,200,2.9,80,"Beverages,Desserts",Vadapalani,72,Delayed
418950,Camp,Pune,Malabar Restaurant,Low,300,2.9,80,Indian,Camp,36,In Time
419093,Camp,Pune,Kerala House,Low,300,4.2,20,"Indian,Chinese",Camp,38,In Time
419240,Jadavpur,Kolkata,Malacca Strait,Low,300,2.9,80,"Chinese,Thai",Jadavpur,78,Delayed
419255,Vastrapur,Ahmedabad,Wakka Makka,Low,400,4.6,20,"Chinese,Asian,Beverages",Vastrapur,48,Delayed
419306,Vastrapur,Ahmedabad,Hot Lee Chinese,Low,400,4.6,50,"Chinese,Asian,Beverages",Vastrapur,49,Delayed
419316,Salt Lake,Kolkata,Galawati,Low,300,2.9,80,"Afghani,Mughlai",Salt Lake,84,Delayed
419354,Arumbakkam,Chennai,Single Tea Machi,Low,120,2.9,80,"Fast Food,Juices,Chaat,Desserts,Beverages",Arumbakkam,84,Delayed
419423,Central Bangalore,Bangalore,K C Kabab Corner,Low,200,2.9,80,"Indian,Biryani",Central Bangalore,38,In Time
419476,Andheri East,Mumbai,Radhakrishna Pav Bhaji Centre,Low,200,2.9,80,Fast Food,Andheri East,64,Delayed
419538,Viman Nagar,Pune,Biryani Trip,Low,350,2.9,80,Biryani,Viman Nagar,70,Delayed
419556,Baner,Pune,Paratha Envy,Low,280,4.1,20,North Indian,Baner,72,Delayed
419707,Kachiguda,Hyderabad,Kfc,Low,400,3.8,20,American  Snacks,Kachiguda,45,Delayed
419784,Perambur,Chennai,Chennai Fast Food,Low,160,2.9,80,Indian,Perambur,58,Delayed
419838,Salt Lake - Kolkata,Kolkata,S.P Kitchen,Low,300,3.1,50,"Chinese,Combo",Rajarhat,58,Delayed
419872,Malleshwaram,Bangalore,Kodial Cafe ( We Use Ideal Icecream ) Malleshwaram,Low,250,4.3,50,"Mangalorean,Ice Cream,Snacks",Malleshwaram,55,Delayed
419904,South Kolkata,Kolkata,Calorie Crave,Low,400,2.9,80,Continental  Indian  Desserts,South Kolkata,70,Delayed
419937,Central Kolkata,Kolkata,Sooper Burger,Low,150,2.9,80,Continental,Central Kolkata,64,Delayed
420074,Kilpauk,Chennai,Atoms By Blind Ch3Mistry,Low,400,2.9,80,"Beverages,Continental,Italian",Kilpauk,46,Delayed
420184,Salt Lake,Kolkata,Dawat Patrified,Low,500,2.9,80,"Chinese,Indian,Desserts",Salt Lake,69,Delayed
420232,Malleshwaram,Bangalore,Karnataka Bhel House,Low,100,4.2,50,"Chaat,Snacks",Malleshwaram,54,Delayed
420277,Salt Lake,Kolkata,Qfc - Quality Fried Chicken,Low,300,4.6,20,"Indian,American",Salt Lake,61,Delayed
420362,Burrabazar,Kolkata,Bhuri Bhoj,Low,299,2.9,80,"North Indian,Chinese",Burrabazar,52,Delayed
420370,Begumpet,Hyderabad,Tanisi Multicuisine Restaurant,Low,300,2.9,80,"Indian,Chinese,Biryani,Continental",Begumpet,58,Delayed
420391,Paldi & Ambawadi,Ahmedabad,Jumbo Box,Low,300,3.9,20,"Indian,Street Food",Paldi & Ambawadi,33,In Time
420451,Chembur,Mumbai,Kebabville,Low,250,2.9,80,"Kebabs,Lebanese,Fast Food",Chembur,47,Delayed
420468,Powai,Mumbai,Pizza Bar,Low,500,2.9,80,Pizzas,Powai,62,Delayed
420599,Nungambakkam,Chennai,Lord Of The Drinks,Low,200,2.9,80,"Indian,Italian",Nungambakkam,56,Delayed
420720,Koramangala,Bangalore,Dairy Day Ice Creams,Low,200,4.5,20,"Ice Cream,Desserts",Koramangala,59,Delayed
420727,Rani Bagh,Delhi,Kaleva,Low,300,4.2,100,"Indian,Sweets,Street Food",Nsp,48,Delayed
420739,Piplod,Surat,Chalu Chinese,Low,400,2.9,80,"Chinese,Seafood",Piplod,59,Delayed
420759,Annanagar,Chennai,Pizza Mechanics,Low,200,2.9,80,Pizzas,Annanagar,87,Delayed
420838,Maninagar,Ahmedabad,Foodish Daily Chaska,Low,300,2.9,80,"Pizzas,Fast Food,Snacks,Beverages",Maninagar,52,Delayed
420864,Banjara Hills,Hyderabad,Hero Sandwiches,Low,250,2.9,80,"Fast Food,Salads,Snacks,Desserts",Banjara Hills,68,Delayed
420880,Koramangala,Bangalore,Ek Dum Desi,Low,400,2.9,80,North Indian,Koramangala,64,Delayed
420888,Kalyani Nagar,Pune,Donatella,Low,400,4.4,20,"Pizzas,Italian,Mexican",Kalyani Nagar,59,Delayed
421026,Khairtabad,Hyderabad,Hotel Indu Deluxe,Low,400,4.9,20,"South Indian,Biryani",Banjara Hills,44,In Time
421111,Marol Sakinaka,Mumbai,Eighth Sin,Low,400,2.9,80,Bakery,Marol Sakinaka,58,Delayed
421128,Perambur,Chennai,The Sandwich Project,Low,200,2.9,80,"Fast Food,Beverages",Perambur,58,Delayed
421245,Vadapalani,Chennai,Chickwalk,Low,300,4.4,20,"Fast Food,Continental,Beverages,Ice Cream",Vadapalani,85,Delayed
421326,Paldi & Ambawadi,Ahmedabad,Bablu Shree Farali Center,Low,300,4.3,20,"Indian,Snacks",Paldi & Ambawadi,32,In Time
421377,Powai,Mumbai,Tru Falafel,Low,600,4.5,100,Lebanese  Middle Eastern  Healthy Food  Mediterranean  Arabian,Marol Sakinaka,53,Delayed
421414,Kurla,Mumbai,Al-Nf Restaurant,Low,200,2.9,80,Chinese  Fast Food,Kurla,35,In Time
421443,Scruz Bandra East,Mumbai,Meals On Fire,Low,300,2.9,80,Chinese  Fast Food,Scruz Bandra East,55,Delayed
421469,Viman Nagar,Pune,Fatsome Burgers,Low,300,2.9,80,"American,Beverages,Pastas,Pizzas",Viman Nagar,78,Delayed
421488,Salt Lake,Kolkata,Lord Of The Fries,Low,250,2.9,80,Snacks  Indian,Salt Lake,75,Delayed
421500,Shivaji Nagar,Pune,Cafe Durga,Low,300,2.9,80,"South Indian,Fast Food,Beverages",Shivaji Nagar,38,In Time
421504,Shivaji Nagar,Pune,Munchieez,Low,400,2.9,80,"Fast Food,Snacks,Beverages",Shivaji Nagar,37,In Time
421545,Dumdum,Kolkata,Aso Basi Pasapasi Kichukhan,Low,200,2.9,80,"North Indian,Chinese",Dumdum,90,Delayed
421563,Begumpet,Hyderabad,Kgf Italian Wood Fire Pizza,Low,300,2.9,80,Italian  Pizzas,Begumpet,77,Delayed
421608,Ruby Area,Kolkata,Absabsolute Barbecues,Low,300,3.7,20,"North Indian,Mughlai,Chinese,Biryani",Ruby Area,95,Delayed
421614,Himayath Nagar,Hyderabad,Patiala On The Rocks,Low,250,2.9,80,"Beverages,Snacks",Himayath Nagar,33,In Time
421650,Athwa,Surat,Dalbati Tadka,Low,200,2.9,80,Rajasthani,Athwa,47,Delayed
421659,Banjara Hills,Hyderabad,Mf Biryani And Shawarma,Low,250,2.9,80,Biryani,Banjara Hills,69,Delayed
421706,Himayath Nagar,Hyderabad,The Burger Dudes,Low,250,2.9,80,"Continental,Fast Food,Snacks",Himayath Nagar,33,In Time
421765,Ashok Nagar,Bangalore,Karavali Family Restaurant,Low,200,4.1,50,"Mangalorean,Seafood,Chinese,Coastal",Residency Road,35,In Time
421777,Puna Patia,Surat,Navjivan Hotel,Low,200,2.9,80,North Indian,Parvat Puniya,47,Delayed
421784,Royapettah,Chennai,Bateel,Low,1000,2.9,80,"Desserts,Fast Food",Royapettah,52,Delayed
421798,Warje,Pune,The Land Of Chenab,Low,600,2.9,80,"Indian,Kebabs",Warje,71,Delayed
421912,Jadavpur,Kolkata,Idli Dosa,Low,200,2.9,80,"South Indian,North Indian",Jadavpur,86,Delayed
422079,Banjara Hills,Hyderabad,Momos Momos,Low,220,2.9,80,Fast Food,Banjara Hills,75,Delayed
422104,Ultadanga Telenga Bagan,Kolkata,Flavours Inn Dhaba,Low,500,2.9,80,"Chinese,Indian",Bidhan Nagar Road,71,Delayed
422198,Kothrud,Pune,Indian Chinese,Low,200,2.9,80,"Chinese,North Indian,Beverages",Kothrud,63,Delayed
422280,Kothrud,Pune,Moonlight Kitchen,Low,200,2.9,80,"Chinese,North Indian,Maharashtrian,Beverages",Kothrud,67,Delayed
422300,Matunga Wadala,Mumbai,Wah Maratha,Low,199,2.9,80,Indian,Matunga Wadala,57,Delayed
422325,Rohini,Delhi,The Sugar Free Keto Kafe - By Artinci,Low,200,4.8,20,"Healthy Food,Keto,Desserts,Ice Cream,Snacks,Beverages,Bakery",Rohini,46,Delayed
422471,Kurla,Mumbai,Bake Ur Day,Low,400,4.3,100,"Desserts,Bakery",Kurla,30,In Time
422664,Viman Nagar,Pune,Pizza Loca,Low,350,2.9,80,"Pizzas,Pastas,Fast Food,Beverages",Viman Nagar,73,Delayed
422722,Arumbakkam,Chennai,Alibaba Shawarma And 40 Dishes,Low,250,3.7,20,Lebanese,Arumbakkam,68,Delayed
422749,Chembur,Mumbai,Dabba Garam (Homely Meals & More),Low,150,4.1,100,North Indian,Chembur,49,Delayed
422757,Kestopur,Kolkata,Heavens Kitchen,Low,300,2.9,80,Indian,Salt Lake,109,Delayed
422895,Central Bangalore,Bangalore,Rcb Cafe,Low,700,2.9,80,Bakery,Central Bangalore,47,Delayed
422933,Naranpura,Ahmedabad,Rps Pizzeria,Low,200,2.9,80,"Pizzas,Pastas,Snacks",Naranpura,50,Delayed
422942,Central Bangalore,Bangalore,Foodx Restaurant,Low,200,2.9,80,"Indian,Chinese,Fast Food,Juices",Central Bangalore,39,In Time
422979,Punjabi Bagh,Delhi,Kalaunji By Sticky Rice,Low,800,4.4,50,"North Indian,Mughlai,Biryani,Desserts,Indian,Kebabs",Punjabi Bagh,72,Delayed
423180,Kothrud,Pune,Rap N Roll,Low,300,2.9,80,"Combo,Fast Food,Asian,Snacks",Kothrud,58,Delayed
423192,Kothrud,Pune,Won China,Low,400,2.9,80,Chinese,Kothrud,64,Delayed
423194,Kothrud,Pune,Malaka Spice,Low,1300,4.5,20,"Asian,Japanese,Korean,Malaysian,Thai,Vietnamese",Kothrud,63,Delayed
423195,Banjara Hills,Hyderabad,Meals101,Low,350,4,100,"Chinese,North Indian,Desserts,Beverages",Banjara Hills,52,Delayed
423202,Kothapet & Dilsukhnagar,Hyderabad,Millet Express,High,200,4.2,1000,Healthy Food  South Indian,Kothapet & Dilsukhnagar,54,Delayed
423205,Ruby Area,Kolkata,7 - Eleven,Low,300,2.9,80,"Beverages,Fast Food,Desserts",Ruby Area,85,Delayed
423232,Salt Lake,Kolkata,Shanghai Flavours Of China Town,Low,1000,3.8,50,Chinese,Salt Lake,78,Delayed
423285,Himayath Nagar,Hyderabad,The Shawarma Daddy,Low,150,2.2,50,"Arabian,Continental,Snacks",Himayath Nagar,44,In Time
423329,Majestic,Bangalore,Hotel New Prashanth Naati Style,Low,300,2.9,80,"Chinese,Indian,Biryani,Seafood",Majestic,49,Delayed
423372,Mylapore,Chennai,The Magic Food Center,Low,100,2.9,80,"Fast Food,Chaat",Mylapore,61,Delayed
423462,South Kolkata,Kolkata,Kolkata Pantry,Low,500,2.9,80,North Indian  Chinese  Bengali,South Kolkata,69,Delayed
423507,Old Washermanpet,Chennai,Pandi Briyani Hotel,Low,250,2.9,80,"Biryani,South Indian",Royapuram,61,Delayed
423514,Santosh Nagar,Hyderabad,Oven Story Pizza,Low,600,4.3,100,Pizzas,Santosh Nagar,66,Delayed
423548,Ameerpet,Hyderabad,Hans Kitchen,Low,350,2.9,80,Chinese  North Indian,Ameerpet,73,Delayed
423553,Marol Sakinaka,Mumbai,Polka Pop,Low,120,2.9,80,Beverages,Marol Sakinaka,57,Delayed
423689,Asif Nagar,Hyderabad,Falak Restaurant And Banquet Hall,Low,250,2.9,80,"Biryani,Chinese,Mughlai",Asif Nagar,49,Delayed
423727,Jayanagar,Bangalore,Mimi Takeout By Taiki,Low,850,4.4,20,"Chinese,Asian,Thai",Jayanagar,63,Delayed
423814,Majestic,Bangalore,Hotel Annapoorna,Low,450,4.5,100,"Biryani,Andhra",Majestic,38,In Time
423944,Central Kolkata,Kolkata,Sharma Milk,Low,200,2.9,80,Chinese,Central Kolkata,45,Delayed
424024,Salt Lake,Kolkata,London Dairy,Low,300,2.9,80,Ice Cream,Salt Lake,73,Delayed
424029,Viman Nagar,Pune,The Burger Story,Low,200,2.9,80,"Snacks,Fast Food,Beverages",Viman Nagar,77,Delayed
424132,Alipore,Kolkata,Just For Foodies,Low,300,4.5,20,"South Indian,Fast Food",Alipore,90,Delayed
424158,Cunningham Road,Bangalore,Trippy Goat Cafe & Wine,Low,1500,2.9,80,"Beverages,Continental,Italian",Cunningham Road,51,Delayed
424203,Ruby Area,Kolkata,Aamaze Dhaba,Low,200,2.9,80,"Indian,Chinese",Ruby Area,87,Delayed
424255,Marol Sakinaka,Mumbai,Saki Darbar,Low,300,2.9,80,"Indian,Mughlai,Tandoor,Chinese",Marol Sakinaka,55,Delayed
424271,Kurla,Mumbai,Kohlis Kitchen,Low,300,2.9,80,"Chinese,Indian,Tandoor",Kurla,41,In Time
424336,Lake Town,Kolkata,Patta Dona,Low,200,2.9,80,Indian  Continental  Beverages  Fast Food,Lake Town,86,Delayed
424361,Majestic,Bangalore,Udupi Sri Krishna Bhavan,Low,200,2.9,80,South Indian,Majestic,39,In Time
424420,Annanagar,Chennai,Narsuvai Biryani,Low,275,2.9,80,Biryani,Annanagar,76,Delayed
424423,Nsp,Delhi,Bansal Sweet Shop,Low,300,4.4,50,"Sweets,Snacks",Nsp,46,Delayed
424467,Mota Varachha,Surat,Pandeyji Restaurant,Low,200,2.9,80,Indian,Mota Varachha,60,Delayed
424558,Basavanagudi,Bangalore,La Pino'Z Pizza,Low,220,3.9,100,Pizzas,Basavanagudi,51,Delayed
424616,Malleshwaram,Bangalore,Sea Spice Multicuisine Restaurant,Low,400,2.9,80,"Seafood,Chinese,Biryani",Malleshwaram,59,Delayed
424618,Jadavpur,Kolkata,The Nightingale,Low,250,2.9,80,Chinese,Jadavpur,91,Delayed
424624,Kurla,Mumbai,Shalimar Juicy,Low,200,2.9,80,"Indian,Beverages,Snacks,Desserts,Pizzas",Kurla,38,In Time
424634,Navrangpura,Ahmedabad,Parosa,Low,600,2.9,80,"Continental,Italian,Chinese,North Indian,Beverages",Navrangpura,46,Delayed
424641,Kothrud,Pune,Out Of The Oven,Low,200,2.9,80,Bakery,Kothrud,66,Delayed
424643,Malleshwaram,Bangalore,Fishs Of The Day,Low,400,2.9,80,Seafood,Malleshwaram,67,Delayed
424731,Indiranagar,Bangalore,Mahesh Lunch Home,Low,1000,4.1,50,"Indian,Seafood,Oriental",Indiranagar,62,Delayed
424758,South Kolkata,Kolkata,English Bazar Express,Low,250,2.9,80,"Chinese,Thai",South Kolkata,75,Delayed
424819,Baner,Pune,Wok 'Ur' World,Low,900,2.9,80,"Asian,Chinese,Seafood,Continental",Baner,77,Delayed
424874,Himayath Nagar,Hyderabad,Star Santosh Dhaba,Low,300,3.4,20,"North Indian,Biryani,Chinese,Indian,Tandoor",Himayath Nagar,32,In Time
424944,Perambur,Chennai,Thoothukudi Poricha Parotta,Low,150,4.2,20,Indian,Perambur,68,Delayed
425001,Lake Town,Kolkata,Mastea,Low,300,4.3,20,"Continental,Chinese,Italian",Lake Town,78,Delayed
425060,Kurla,Mumbai,Afghan Darbar Chinese Corner,Low,240,2.9,80,"Chinese,Biryani",Kurla,45,Delayed
425098,Jodhpur Park,Kolkata,Red Pitcher,Low,300,4.4,20,"Italian,Continental,Desserts,Pizzas,American,Mexican",Lake Gardens,84,Delayed
425161,Chandkheda,Ahmedabad,Rolls And Rolls And More,Low,300,2.9,80,"Chinese,Snacks",Chandkheda,77,Delayed
425283,Dhankawadi,Pune,The Chinese Window,Low,300,2.9,80,Chinese,Dhankawadi,77,Delayed
425288,Egmore,Chennai,Quarter Biryani,Low,300,3.8,20,"Biryani,Combo,Chinese",Egmore,47,Delayed
425544,Laldarwaja,Ahmedabad,Recharge For Hunger,Low,200,2.9,80,Continental,Laldarwaja,40,In Time
425588,T Nagar,Chennai,1By2,Low,250,4.9,20,"Beverages,Snacks",T Nagar,79,Delayed
425708,Indiranagar,Bangalore,Wraps Rolls & Bowls,Low,250,4.3,20,"North Indian,Chinese,Fast Food,Desserts",Indiranagar,62,Delayed
425752,Salt Lake,Kolkata,Loafers Cafe,Low,200,2.9,80,"Desserts,Bakery,Italian,Pizzas,Pastas",Salt Lake,60,Delayed
425780,Ruby Area,Kolkata,Ad Food Corner,Low,150,2.9,80,Chinese,Ruby Area,82,Delayed
425785,Vastral,Ahmedabad,The Lio' Pizza,Low,500,4.3,20,"Pizzas,Italian",Vastral,75,Delayed
425795,Sinhgad Road,Pune,Ars Arebian Shawarma,Low,200,2.9,80,"Arabian,Fast Food,Beverages",Sinhgad Road,71,Delayed
425800,Powai,Mumbai,Spicy Tadka,Low,300,4.3,50,Chinese  North Indian  Biryani  Sweets,Powai,52,Delayed
425918,Salt Lake,Kolkata,Dipas Kitchen,Low,200,3.8,20,"North Indian,Chinese,Snacks",Salt Lake,77,Delayed
425927,Mantri Sqare Mall,Bangalore,Barbecue By Punjab Grill,Low,900,2.9,80,"North Indian,Indian,Biryani,Punjabi,Kebabs,Mughlai,Desserts",Mantri Sqare Mall,61,Delayed
425950,Indiranagar,Bangalore,Bheemavarma'S Biryani,Low,600,4.2,50,"Biryani,Andhra,Chettinad,South Indian,Hyderabadi,Kebabs,Combo",Indiranagar,59,Delayed
425956,Maninagar,Ahmedabad,Ronak Omlet,Low,200,3.8,20,"Continental,Snacks",Maninagar,35,In Time
425974,Ra Puram,Chennai,Shri Ganesh Bhavan,Low,250,4.6,20,South Indian,Mylapore,68,Delayed
425995,Ghatkopar Vikhroli,Mumbai,Vadilal Ice Cream,Low,200,4.6,50,Ice Cream,Ghatkopar Vikhroli,43,In Time
426000,Swargate,Pune,Top N Town,Low,100,2.9,80,"Ice Cream,Desserts",Swargate,44,In Time
426014,Navrangpura,Ahmedabad,Frankies And Fries,Low,300,2.9,80,"Fast Food,Continental",Navrangpura,46,Delayed
426022,Warje,Pune,Bkc Desi Hut,Low,400,2.9,80,"Biryani,North Indian,Chinese,Beverages",Warje,76,Delayed
426072,Pitampura,Delhi,The Yellow Bowl,Low,200,4.4,20,"Chinese,Italian",Nsp,48,Delayed
426106,Perambur,Chennai,Mr.Burger,Low,280,2.9,80,"Pizzas,Pastas,Indian",Perambur,59,Delayed
426166,Matunga East,Mumbai,Myfroyoland,Low,400,4.7,20,Desserts  Ice Cream,Matunga Wadala,53,Delayed
426223,Alipore,Kolkata,Taza Home Made Food,Low,299,2.9,80,Chinese,Alipore,76,Delayed
426232,Athwa,Surat,Rangila Vadapav And Fast Food,Low,150,3.9,20,"Fast Food,Pizzas,Pastas,Snacks",Athwa,40,In Time
426282,Kurla,Mumbai,Delicious Chinese,Low,250,2.9,80,"North Indian,Chinese",Kurla,34,In Time
426357,Marol Sakinaka,Mumbai,Food Trotters,Low,350,2.9,80,"American,Continental,Italian,Fast Food",Marol Sakinaka,60,Delayed
426393,Indiranagar,Bangalore,Sree Venkateshwara Foods,Low,500,3.8,50,"Hyderabadi,Andhra,Continental",Indiranagar,51,Delayed
426449,Jadavpur,Kolkata,La Cantonese,Low,400,2.9,80,"Chinese,Desserts",Jadavpur,96,Delayed
426476,Manohar Pukur Road,Kolkata,Flavourable,Low,300,2.9,80,"Chinese,North Indian,Beverages",Manohar Pukur Road,70,Delayed
426507,Annanagar,Chennai,Mahtab,Low,900,2.9,80,"North Indian,Desserts",Annanagar,72,Delayed
426627,Chembur,Mumbai,Artinci - Indulge Guilt Free!,Low,250,4.5,20,Healthy Food  Keto  Desserts  Ice Cream  Beverages  Snacks  Bakery,Chembur,47,Delayed
426660,Chembur,Mumbai,Chaaps & More,Low,300,4,50,"Indian,Punjabi,Tandoor",Chembur,51,Delayed
426682,Circus Avenue,Kolkata,Uno Pizzeria & Grill,Low,400,4.2,100,"Italian,Pizzas,Pastas,Mexican,American",Central Kolkata,62,Delayed
426730,Central Bangalore,Bangalore,Theobroma,High,500,4.5,500,"Desserts,Bakery,Beverages",Central Bangalore,33,In Time
426763,Ruby Area,Kolkata,Kimchi,Low,300,4,50,Chinese,Ruby Area,77,Delayed
426799,Jadavpur,Kolkata,Ttoniq,Low,300,2.9,80,"Beverages,Snacks",Jadavpur,93,Delayed
426818,Sion,Mumbai,New Neelam Restaurant And Bar,Low,196,2.9,80,Chinese  Indian,Matunga Wadala,48,Delayed
426820,Vishrantwadi,Pune,R.K. Chinese,Low,200,2.9,80,Chinese,Vishrantwadi,63,Delayed
426891,Shivaji Nagar,Pune,The Golden Samosa,Low,100,2.9,80,Snacks,Shivaji Nagar,36,In Time
426915,Andheri East,Mumbai,Delhi King,Low,355,2.9,80,"Fast Food,Pizzas,Snacks",Andheri East,54,Delayed
426940,Burrabazar,Kolkata,Mahal Restaurant,Low,200,2.9,80,"Bengali,Indian",Burrabazar,41,In Time
426951,Kankurgachi,Kolkata,Bella Ciao,Low,250,2.9,80,South Indian  Indian  Chinese  Combo,Kankurgachi Road,50,Delayed
427119,Madhavaram - Manali,Chennai,Madurai Pandiyan Hotel,Low,200,2.9,80,Indian,Perumbur,65,Delayed
427121,Himayath Nagar,Hyderabad,Panda Momos,Low,250,2.9,80,Chinese,Himayath Nagar,39,In Time
427216,Shivaji Nagar,Pune,Bol Baby Bowl,Low,300,2.9,80,"Continental,Indian",Shivaji Nagar,46,Delayed
427280,Chembur,Mumbai,Get In My Belly,Low,500,5,20,Indian,Chembur,58,Delayed
